"name","address","city","state","zip_code","latitude","longitude","rating","review_count","is_open","categories"
"Campbell's Place","8337 Germantown Ave","Philadelphia","PA","19118","40.0751627","-75.2044998","3.5","168","1","Bars, American (New), American (Traditional), Restaurants, Lounges, Nightlife"
"NAYA - Philly","1601 Market St, -","Philadelphia","PA","19103","39.9530971","-75.1673521","4.5","46","1","Fast Food, Lebanese, Middle Eastern, Restaurants, Mediterranean"
"Pizza Jawn","4330 Main St","Philadelphia","PA","19127","40.025144","-75.2232","4","58","1","Pizza, Restaurants"
"Al Sham Restaurant 3 - Philadelphia","5228 Chestnut St","Philadelphia","PA","19139","39.958343","-75.226156","3.5","9","1","Halal, Kebab, Restaurants, Middle Eastern"
"Cafe Tinto","143 E Wyoming Ave","Philadelphia","PA","19120","40.02154","-75.122587","4.5","19","1","Colombian, Restaurants, Coffee & Tea, Food, Latin American, Bakeries"
"New York Gyro Truck","20TH And Market","Philadelphia","PA","19103","39.9535916","-75.173181","4.5","11","1","Food, Restaurants, Food Stands"
"Clock Bar","3649 Germantown Ave","Philadelphia","PA","19140","40.0088409","-75.1504451","3.5","70","1","Nightlife, Restaurants, Seafood, Bars"
"Tashia's Cocktails & Cuisine","1641 W Hunting Park Ave","Philadelphia","PA","19140","40.0159472577","-75.1543130726","3.5","28","1","Bars, Lounges, Dive Bars, Cocktail Bars, Nightlife"
"Miller's Ale House","2100 S Columbus Blvd","Philadelphia","PA","19148","39.920208058","-75.1417470431","3.5","132","1","Restaurants, Chicken Wings, Seafood, Sports Bars, American (Traditional), American (New), Nightlife, Bars"
"Bi-Rite Deli","3220 Red Lion Rd","Philadelphia","PA","19114","40.0805635","-74.9946056","3.5","10","1","Restaurants, Delis"
"Thin & Crispy","2563 Trenton Ave","Philadelphia","PA","19125","39.9831195","-75.1230116","4.5","56","1","Diners, Pizza, Sandwiches, Restaurants"
"Häagen-Dazs","242 South St","Philadelphia","PA","19147","39.9412842465","-75.1472332931","4","42","1","Food, Ice Cream & Frozen Yogurt, Juice Bars & Smoothies, Gelato"
"Munchie's Cafe","728 Chestnut St","Philadelphia","PA","19106","39.9495009","-75.1536808","3.5","72","1","Restaurants, American (New), Cafes"
"Bill's Old London Pizza","328 Loney St","Philadelphia","PA","19111","40.0763366","-75.0859248","4","24","1","Restaurants, Pizza, Convenience Stores, Food, Sandwiches, Salad"
"South Street Philly Bagels","613 S 3rd St","Philadelphia","PA","19147","39.9408795261","-75.1475532699","4","248","1","Bagels, Coffee & Tea, Restaurants, Food, Breakfast & Brunch"
"Woosa Bubble Tea","3639 Lancaster Ave","Philadelphia","PA","19104","39.9592387831","-75.1945384964","4","46","1","Bubble Tea, Coffee & Tea, Food"
"City Line Pizza","2749 N 47th St","Philadelphia","PA","19131","40.0015642","-75.2231686","3.5","68","1","Pizza, Restaurants"
"Kensington Pub","2116 E Tioga St","Philadelphia","PA","19134","39.995567","-75.1025302","5","9","1","Nightlife, Pubs, Restaurants, American (Traditional), Bars, American (New)"
"la bamba","600 Catharine St","Philadelphia","PA","19147","39.9386746","-75.1531814","5","44","1","Tacos, Restaurants, Mexican"
"Colombian Bakery","4944 N 5th St","Philadelphia","PA","19120","40.0270908616","-75.1327757719","4.5","16","1","Bakeries, Latin American, Restaurants, Colombian, Food"
"Hong Qi Gong","135 N 9th St","Philadelphia","PA","19107","39.9544401037","-75.1542798802","4.5","7","1","Hot Pot, Restaurants, Chinese"
"Abe Fisher","1623 Sansom St","Philadelphia","PA","19103","39.9507508655","-75.1682812761","4.5","640","1","Beer, Wine & Spirits, Nightlife, Food, Beer Bar, Bars, Restaurants, Modern European"
"Malelani  Cafe","6734 Germantown Ave","Philadelphia","PA","19119","40.0529533","-75.1861048","4.5","145","1","Mediterranean, Bubble Tea, Food, Restaurants, Coffee & Tea, American (New)"
"Maximum Level Lounge","5118 Sansom St","Philadelphia","PA","19139","39.957379","-75.2239539","3.5","7","1","Nightlife, Bars, Lounges"
"Monk's Cafe","264 S 16th St","Philadelphia","PA","19102","39.947701","-75.1682869","4","2184","1","Nightlife, Pubs, Bars, Belgian, Restaurants, Gastropubs"
"The Good King Tavern","614 S 7th St","Philadelphia","PA","19147","39.941969","-75.154207","4","338","1","Nightlife, Wine Bars, Breakfast & Brunch, Bars, Restaurants, Cocktail Bars, Brasseries, French"
"Bentoulis Pizza","2347 E Somerset St","Philadelphia","PA","19134","39.9837637","-75.1155537","4","48","1","Pizza, Restaurants"
"Watkins Drinkery","1712 S 10th St","Philadelphia","PA","19148","39.9279435","-75.1620511","4","145","1","Sandwiches, Burgers, Restaurants, Pets, Bars, Nightlife, Vegan, Pubs, Gastropubs"
"Roy-Pitz Barrel House","990 Spring Garden St","Philadelphia","PA","19123","39.9614570819","-75.1541474462","4","151","1","Restaurants, Gastropubs, Pizza, Bars, Nightlife, Food, Breweries, Beer Bar, Brewpubs"
"Park Pizza","434 S 52nd St","Philadelphia","PA","19143","39.9524671","-75.2267231","4","22","1","Salad, Pizza, Cheesesteaks, Restaurants, Sandwiches"
"Larose Jazz Club","5531 Germantown Ave","Philadelphia","PA","19144","40.0348183","-75.1728924","3.5","5","1","Arts & Entertainment, Haitian, Caribbean, Restaurants, Nightlife, Jazz & Blues"
"Au Bon Pain","421 Curie Blvd","Philadelphia","PA","19104","39.9480509614","-75.1962727917","3.5","27","1","Sandwiches, Restaurants, Cafes, Food, Breakfast & Brunch, Bakeries"
"Buccann","7254 Castor Ave","Philadelphia","PA","19149","40.0510947","-75.0666122","3.5","31","1","Restaurants, Latin American, Bars, Nightlife, Caribbean, Lounges"
"Genji Sushi Bar & Izakaya","2101 Pennsylvania Ave","Philadelphia","PA","19130","39.9634523","-75.1744675","3.5","24","1","Ramen, Restaurants, Asian Fusion, Japanese, Food, Grocery, Sushi Bars"
"Rita's Italian Ice","1511 Spruce St","Philadelphia","PA","19102","39.9473586","-75.1669321","4","83","1","Ice Cream & Frozen Yogurt, Desserts, Food, Shaved Ice"
"Kurry Shack","2101 Chestnut St","Philadelphia","PA","19103","39.9526099274","-75.1757499576","4","15","1","Vegetarian, Indian, Restaurants, Halal"
"Brewery ARS","1927 W Passyunk Ave","Philadelphia","PA","19145","39.9239563124","-75.1788754016","4.5","53","1","Breweries, Beer, Wine & Spirits, Food"
"S.mart Snacks Store","224 N 10th St","Philadelphia","PA","19107","39.956253526","-75.1558835059","5","6","1","Imported Food, Food, Specialty Food"
"Thunder Mug Cafe","4233 Ridge Ave","Philadelphia","PA","19129","40.0093857912","-75.1948174462","5","26","1","Coffee & Tea, Food"
"Kilimandjaro Restaurant","4317 Chestnut St","Philadelphia","PA","19104","39.9567961","-75.208836","4","252","1","African, Restaurants"
"Ginza","1100 S Front St","Philadelphia","PA","19147","39.93245","-75.14619","4.5","137","1","Sushi Bars, Ramen, Restaurants, Japanese"
"Cha Cha","1286 W Montgomery Ave","Philadelphia","PA","19122","39.9799137","-75.155228","3.5","9","1","Korean, Food Stands, Restaurants"
"Les & Doreen's Happy Tap","1301 E Susquehanna Ave","Philadelphia","PA","19125","39.9737612","-75.1254746","4","28","1","Dive Bars, Bars, Nightlife"
"The Rhawnhurst","8002 Castor Ave","Philadelphia","PA","19152","40.0621074","-75.0562093","3.5","7","1","American (Traditional), Nightlife, Bars, Dive Bars, Restaurants"
"Asia Mix Restaurant","11000 Roosevelt Blvd, Ste 154","Philadelphia","PA","19116","40.103218","-75.010237","5","10","1","Uzbek, Korean, Modern European, Restaurants"
"Hibachi Express","1900 Grant Ave","Philadelphia","PA","19115","40.08396","-75.035514","4.5","43","1","Seafood, Asian Fusion, Chicken Wings, Restaurants, Teppanyaki, Salad, Poke, Japanese, Food"
"Iovine Brothers Produce","1136 Arch St Philadelphia","Philadelphia","PA","19107","39.9530156477","-75.1595171081","4.5","204","1","Fruits & Veggies, Food, Specialty Food"
"Yamato Japanese Sushi and Hibachi","9910 Frankford Ave, Ste 270","Philadelphia","PA","19114","40.0649342","-74.9836156","4","97","1","Steakhouses, Sushi Bars, Japanese, Restaurants, Asian Fusion"
"Martin's Quality Meats & Sausage","51 N 12th St","Philadelphia","PA","19107","39.9531593","-75.1590984","4.5","63","1","Meat Shops, Food, Specialty Food"
"Andonio's Diner","9244 Krewstown Rd","Philadelphia","PA","19115","40.0854409066","-75.0474668907","4","71","1","Restaurants, Diners, Breakfast & Brunch"
"Peter's Chicken & Seafood","7361 N19th St","Philadelphia","PA","19126","40.067023554","-75.1465638354","4","13","1","Chicken Wings, Seafood, Restaurants"
"Main Street Pho","4307 Main St","Philadelphia","PA","19127","40.025053","-75.2220736","4","133","1","Vietnamese, Restaurants, Asian Fusion"
"B2","1500 E Passyunk Ave","Philadelphia","PA","19147","39.9308747","-75.1624161","3.5","187","1","Vegan, Restaurants, Food, Coffee & Tea"
"Broad Deli","2200 N Broad St","Philadelphia","PA","19132","39.9865131","-75.1566358","4","9","1","Beer, Wine & Spirits, Delis, Restaurants, Bars, Beer Bar, Beverage Store, Nightlife, Pizza, Food Delivery Services, Food"
"King of Tandoor","1824 Callowhill St","Philadelphia","PA","19130","39.96038","-75.16935","3.5","230","1","Indian, Seafood, Restaurants, Pakistani"
"White Yak","6118 Ridge Ave","Philadelphia","PA","19128","40.0337825","-75.2158399","4.5","168","1","Himalayan/Nepalese, Restaurants"
"Donut Plus","4325 Chestnut St","Philadelphia","PA","19104","39.9568619","-75.2090931","4.5","48","1","Donuts, Breakfast & Brunch, Restaurants, Food, Desserts"
"Bar Poulet","2005 Walnut St","Philadelphia","PA","19103","39.9508012","-75.1739867","4.5","51","1","Cocktail Bars, Restaurants, Nightlife, Bars, Beer Bar, Wine Bars, French"
"Crab Du Jour - Philadelphia","822 N Broad St","Philadelphia","PA","19130","39.9687706","-75.160512","3.5","28","1","Cajun/Creole, Seafood, Restaurants"
"Taste King Restaurant","10763 Bustleton Ave","Philadelphia","PA","19116","40.1090436","-75.025017","3.5","70","1","Restaurants, Chinese"
"Han Dynasty","123 Chestnut St","Philadelphia","PA","19106","39.9485257778","-75.143727802","4","1474","1","Beer, Wine & Spirits, Chinese, Restaurants, Food, Szechuan, Noodles, Soup"
"Puyero Venezuelan Flavor","524 S 4th St","Philadelphia","PA","19147","39.9419625269","-75.1492561027","4.5","170","1","Latin American, Food, Restaurants, Gluten-Free, Cheesesteaks, Sandwiches, Venezuelan, Desserts"
"Modo Mio Taverna","705 S 5th St","Philadelphia","PA","19147","39.940039","-75.151019","4.5","25","1","Breakfast & Brunch, Restaurants, Nightlife, Italian, Bars"
"Philly Pretzel Factory","3220 N Broad St","Philadelphia","PA","19140","40.0021113335","-75.1530348233","4","7","1","Bakeries, Pretzels, Food, Hot Dogs, Restaurants"
"New Wave Cafe","784 S 3rd St","Philadelphia","PA","19147","39.9380675","-75.1485297","3.5","225","1","American (Traditional), Breakfast & Brunch, Bars, Restaurants, Nightlife"
"Malooga","134 Chestnut St","Philadelphia","PA","19106","39.9482947","-75.1438236","5","9","1","Seafood, Mediterranean, Breakfast & Brunch, Hookah Bars, Salad, Arabic, Chicken Shop, Restaurants, Nightlife, Bars"
"Tamalex Restaurant","1163 S 7th St","Philadelphia","PA","19147","39.933915999999996","-75.1555299","4.5","149","1","Mexican, Honduran, Restaurants"
"Hunan Palace","6118 Lancaster Ave","Philadelphia","PA","19151","39.9833884","-75.2442216","4.5","7","1","Restaurants"
"Margherita Pizzeria","60 S 2nd St","Philadelphia","PA","19106","39.9485358","-75.1441972","3.5","69","1","Pizza, Restaurants"
"Creme Brulee Bistro & Cafe","618 S 2nd St","Philadelphia","PA","19147","39.940628","-75.1458846","4.5","7","1","Food, Coffee & Tea, Patisserie/Cake Shop"
"LeBus Bakery","Terminal C Philadelphia Airport","Philadelphia","PA","19153","39.88678","-75.23097","3.5","26","1","Bakeries, Food, Coffee & Tea"
"Riverwards Produce","2200 E Norris St","Philadelphia","PA","19125","39.9780453","-75.1299559","4.5","46","1","Food, Grocery, Specialty Food, Bakeries, Farmers Market, Wholesalers, Organic Stores, Fruits & Veggies, Professional Services"
"Villekebabs and Platters","1722 Sansom St","Philadelphia","PA","19103","39.9505739884","-75.1697461","5","21","1","Restaurants, Mediterranean, Afghan, Halal"
"Orient Hookah Lounge","1040 N 2nd St, Unit 501","Philadelphia","PA","19123","39.9673028113","-75.1405622093","4","86","1","Nightlife, Food, Event Planning & Services, Coffee & Tea, Bars, Party & Event Planning, Hookah Bars"
"Morea","110 S 11th St","Philadelphia","PA","19107","39.9498058","-75.158806","4","45","1","Restaurants, Nightlife, Adult, Bars, Cocktail Bars, Sandwiches, American (New), Seafood, Shopping, Breakfast & Brunch"
"Ristorante Pesto","1915 S Broad St","Philadelphia","PA","19148","39.9263553","-75.1689367","4.5","578","1","Restaurants, Italian"
"W XYZ Bar","101 North Broad St","Philadelphia","PA","19107","39.9546225","-75.1627921","3.5","7","1","Restaurants, Tapas/Small Plates, Cocktail Bars, Bars, Event Planning & Services, Venues & Event Spaces, Nightlife"
"Café Carmela","2859 Holme Ave","Philadelphia","PA","19152","40.0571730637","-75.0303380112","4.5","103","1","Pizza, Pasta Shops, Food, Specialty Food, Restaurants, Italian"
"Monster Vegan","1229 Spruce St","Philadelphia","PA","19107","39.9467611936","-75.1622402094","4.5","64","1","Restaurants, Vegan, Sandwiches, Vegetarian, Italian"
"Pho House Thang Long","177 W Girard Ave","Philadelphia","PA","19123","39.9696017","-75.1388957","3.5","22","1","Coffee & Tea, Breakfast & Brunch, Soup, Food, Vietnamese, Restaurants, Noodles"
"Smokey Joe's Tavern","210 S 40th St","Philadelphia","PA","19104","39.9537915","-75.2030239","3.5","94","1","Bars, Dive Bars, Pizza, Nightlife, Restaurants"
"Steak 48","260 S Broad St","Philadelphia","PA","19102","39.947286","-75.165197","4","137","1","Seafood, Restaurants, Steakhouses, Salad, American (New)"
"Lazeez Indian cuisine","763 S 8th St","Philadelphia","PA","19147","39.939496","-75.1558606","4.5","54","1","Indian, Restaurants"
"AL-JANA Halal Food Market","6826 Bustleton Ave","Philadelphia","PA","19149","40.0410958357","-75.0652301544","4.5","7","1","Restaurants, Grocery, Butcher, Meat Shops, Food, Specialty Food, Halal"
"Germantown Espresso Bar","26 Maplewood Mall","Philadelphia","PA","19144","40.0343452","-75.1746671","4.5","29","1","Music Venues, Food, Nightlife, Coffee & Tea, Arts & Entertainment, Restaurants, Breakfast & Brunch, Cafes, Sandwiches"
"Peking Inn","4905 Catharine St","Philadelphia","PA","19143","39.94846","-75.221493","4.5","10","1","American (New), Chinese, Restaurants"
"Venice Pizza and Italian Eatery","3613 Rhawn St","Philadelphia","PA","19136","40.0420055","-75.02845","3.5","19","1","Restaurants, Pizza"
"Grubhouse","Bourse Food Hall, 111 S Independence Mall E","Philadelphia","PA","19106","39.9497563","-75.1480623","4","49","1","Bars, Nightlife, Beer Bar, Restaurants, Breakfast & Brunch, Sandwiches, Waffles, Burgers"
"Nick's Bar and Grille","16 S 2nd St","Philadelphia","PA","19106","39.9495571","-75.1439805","4","181","1","American (Traditional), Sandwiches, Restaurants, Bars, Cheesesteaks, Nightlife"
"Frankford Hall","1210 Frankford Ave","Philadelphia","PA","19125","39.969439","-75.134647","4","981","1","German, Restaurants, Nightlife, Food, Bars, Pretzels, Beer Gardens, Pubs"
"Bombay Dhabba - Philadelphia","3601 Market St","Philadelphia","PA","19104","39.9568595","-75.1941599","4","12","1","Asian Fusion, Pizza, Indian, Restaurants, Caterers, Event Planning & Services, Vegetarian"
"Alpen Rose","116 S 13th St","Philadelphia","PA","19107","39.949778","-75.1621538401","4.5","153","1","Nightlife, Steakhouses, Bars, Restaurants, Seafood, Cocktail Bars"
"Tai Chi Bodywork Center","4438 Main St","Philadelphia","PA","19127","40.0262908","-75.2260166","4","58","1","Acupuncture, Traditional Chinese Medicine, Health & Medical, Beauty & Spas, Reflexology, Massage, Massage Therapy"
"Happy Dragon Chinese Restaurant","2047 S 3rd St","Philadelphia","PA","19148","39.9220776","-75.1508278","3.5","42","1","Chinese, Restaurants, Comfort Food, Asian Fusion"
"Black Pearl BBQ","42nd & Market St","Philadelphia","PA","19139","39.9576766","-75.206078","4","5","1","Barbeque, Restaurants, Food Trucks, Food"
"The Bike Stop","206 S Quince St","Philadelphia","PA","19107","39.948344206","-75.159897543","3.5","57","1","Nightlife, Bars, Gay Bars"
"Pod","3636 Sansom St","Philadelphia","PA","19104","39.953970773500004","-75.1960369886","3.5","797","1","Restaurants, Lounges, Asian Fusion, Nightlife, Sushi Bars, Bars"
"Al Zaytouna","906 Christian St","Philadelphia","PA","19147","39.9388459","-75.1581065","4","246","1","Mediterranean, Sandwiches, Restaurants, Middle Eastern"
"Christie's Deli","1822 Spring Garden St, Unit B","Philadelphia","PA","19130","39.9630809277","-75.1693602651","5","152","1","Restaurants, Breakfast & Brunch, Delis, Sandwiches"
"a.bar","1737 Walnut St","Philadelphia","PA","19103","39.9502708009","-75.1705138959","4","116","1","Bars, Tapas Bars, Restaurants, American (Traditional), Cocktail Bars, Nightlife, Tapas/Small Plates"
"Fat tuna","2451 N 54th","Philadelphia","PA","19131","39.9956107","-75.2338566","3.5","25","1","Bubble Tea, Juice Bars & Smoothies, Coffee & Tea, Sushi Bars, Ramen, Food, Restaurants, Japanese"
"Independence Beer Garden","100 S Independence Mall W","Philadelphia","PA","19106","39.9502943","-75.150981","3.5","513","1","Bars, Nightlife, American (New), Gastropubs, Food Trucks, Parks, Restaurants, Beer Gardens, Active Life, Barbeque, Food, Beer, Wine & Spirits, American (Traditional)"
"Clementines Stable Cafe","631 N Broad St","Philadelphia","PA","19123","39.964545","-75.1607530281","4","92","1","American (Traditional), Restaurants"
"Mr Wish","2100 Walnut St","Philadelphia","PA","19103","39.950613","-75.175916","4","38","1","Juice Bars & Smoothies, Bubble Tea, Food"
"The Fairview","601 N 21st St","Philadelphia","PA","19130","39.9653988","-75.1724036","4","45","1","Nightlife, Bars, Sandwiches, Restaurants, Tapas/Small Plates"
"The Pizza Store","2727 E Allegheny Ave","Philadelphia","PA","19134","39.9835245","-75.1015152","4.5","28","1","Restaurants, Pizza"
"Rittenhouse Row Spring Festival","18th St & Walnut St","Philadelphia","PA","19103","39.9496588223","-75.1674733311","4","11","1","Festivals, Restaurants, Local Flavor, Arts & Entertainment"
"Mixto","1141 Pine St","Philadelphia","PA","19107","39.945195","-75.161082","4","1246","1","Latin American, Argentine, Restaurants, Breakfast & Brunch, Italian, Cuban, Caribbean"
"The Tavern Restaurant","243 S Camac St","Philadelphia","PA","19107","39.9473333","-75.1616774","4","82","1","Restaurants, Nightlife, American (Traditional), Bars, Burgers, Cocktail Bars, American (New)"
"Mei Mei Philadelphia","33 S 2nd St","Philadelphia","PA","19106","39.949015","-75.143818","4","66","1","Taiwanese, Nightlife, Bars, Asian Fusion, Restaurants"
"Chick-fil-A","4670 Roosevelt Blvd NE, Northeast Tower Center","Philadelphia","PA","19124","40.0290057","-75.0996805","3.5","25","1","Breakfast & Brunch, Fast Food, Restaurants, Chicken Shop"
"Old City Coffee","1136 Arch St","Philadelphia","PA","19107","39.9531371442","-75.1592822517","3.5","221","1","Coffee & Tea, Food, Coffee Roasteries"
"Pho 20","234-236 N 10th St","Philadelphia","PA","19107","39.9565494","-75.1558606","4","215","1","Vietnamese, Restaurants"
"Nightmare Before Tinsel","116 S 12th St","Philadelphia","PA","19107","39.9497935036","-75.160552","4","36","1","Restaurants, Pop-Up Restaurants, Nightlife, Bars"
"Starbucks","1128 Walnut St","Philadelphia","PA","19104","39.949016","-75.16065","4","11","1","Restaurants, Food, Coffee & Tea, Bakeries, Fast Food"
"Admirals Club","8500 Essington Ave, Terminal B/C 1 Arrivals Rd, Fl 3","Philadelphia","PA","19153","39.8756481316","-75.2439095825","3.5","69","1","Airports, Travel Services, Hotels & Travel, Airport Lounges, Nightlife, Bars"
"Hope's Cookies","12TH And Arch St","Philadelphia","PA","19107","40.025021","-75.325","4.5","67","1","Food, Restaurants, Bakeries"
"Little Man's Juice Bar and Grill","4218 Princeton Ave","Philadelphia","PA","19135","40.039759108","-75.0292318234","4.5","23","1","Food, Juice Bars & Smoothies, Vegan, Restaurants, Acai Bowls"
"Fabrika Fishtown","1108 Frankford Ave","Philadelphia","PA","19125","39.967315","-75.134545","4.5","52","1","Dinner Theater, Modern European, Restaurants"
"Voix","2825 Cottman Ave, Unit 1","Philadelphia","PA","19149","40.0437752","-75.052381","3.5","29","1","Sushi Bars, Restaurants, Asian Fusion, Nightlife, Lounges, Japanese, Bars, Karaoke"
"Cry Baby Pasta","627 S 3rd St","Philadelphia","PA","19147","39.9406127199","-75.1475720108","3.5","198","1","Wine Bars, Bars, Nightlife, Restaurants, Italian"
"Insomnia Cookies","108 S 16th St","Philadelphia","PA","19103","39.950845","-75.167422","4","457","1","Ice Cream & Frozen Yogurt, Food, Bakeries, Food Delivery Services, Desserts"
"Reading Terminal Market","51 N 12th St","Philadelphia","PA","19107","39.9533414645","-75.1588545174","4.5","5721","1","Candy Stores, Shopping, Department Stores, Fast Food, Beer, Wine & Spirits, Fruits & Veggies, Chinese, Food, Ice Cream & Frozen Yogurt, Desserts, Seafood, Health Markets, Bagels, Cheese Shops, Shopping Centers, Chocolatiers & Shops, Meat Shops, Public Markets, Food Court, Wineries, Local Flavor, Ethnic Food, Restaurants, Specialty Food, Arts & Entertainment, Juice Bars & Smoothies, Seafood Markets, Farmers Market, Coffee & Tea, Bakeries, Food Stands, Dinner Theater, Sporting Goods, Grocery, Fashion"
"Snap Custom Pizza - Center City","1504 Sansom St","Philadelphia","PA","19102","39.9502972","-75.1661556","4","271","1","Restaurants, Pizza"
"Jack's Place","7167 Hegerman St","Philadelphia","PA","19135","40.0281895","-75.0358106","4.5","78","1","Sandwiches, Restaurants, Salad, Cheesesteaks"
"Prima Pizza Taqueria Mexicana","1104 S 9th St","Philadelphia","PA","19147","39.936093","-75.1586309","4.5","126","1","Pizza, Mexican, Restaurants"
"Sally","2229 Spruce St","Philadelphia","PA","19103","39.9488774598","-75.1788794249","4.5","37","1","Wine Bars, Pizza, Nightlife, Tapas/Small Plates, Bars, Beverage Store, Food, Restaurants"
"Good Day Deli","37 S 20th St","Philadelphia","PA","19103","39.9524039","-75.173278","4","40","1","Restaurants, Delis, Sandwiches"
"Masala Kitchen Kati Rolls and Platters","1115 Walnut St","Philadelphia","PA","19107","39.9491761","-75.159714","4","361","1","Halal, Restaurants, Indian, Fast Food, Nightlife"
"Rita's Italian Ice","499 Domino Ln","Philadelphia","PA","19128","40.04536","-75.2327223","4.5","16","1","Ice Cream & Frozen Yogurt, Food, Shaved Ice, Desserts"
"Gallo's Seafood","8101 Roosevelt Blvd","Philadelphia","PA","19152","40.0577429","-75.0446413","3.5","178","1","Seafood, Bars, American (Traditional), Nightlife, Restaurants"
"Max Brenner - Philadelphia","1500 Walnut St","Philadelphia","PA","19102","39.9491000076","-75.1661748827","3.5","1358","1","American (Traditional), Restaurants, Desserts, Food, Chocolatiers & Shops, American (New), Specialty Food, Breakfast & Brunch"
"Leda & The Swan","1224 Chestnut St","Philadelphia","PA","19107","39.950367","-75.1614923403","4","33","1","Event Planning & Services, Arts & Entertainment, Lounges, Venues & Event Spaces, Music Venues, Cocktail Bars, Nightlife, Bars"
"Spice 28","1228 Chestnut St","Philadelphia","PA","19107","39.950352","-75.1615829","4","822","1","Asian Fusion, Restaurants, American (New), Thai, Szechuan, Chinese"
"Twisted Gingers Brewing Company","4317 Fleming St","Philadelphia","PA","19128","40.0274932","-75.218518","4.5","26","1","Food, Pizza, Restaurants, Breweries, Brewpubs"
"Calle Del Sabor","34 W Girard Ave","Philadelphia","PA","19123","39.968711","-75.135957","4.5","73","1","Food Trucks, Food, Latin American, Restaurants, Caterers, Event Planning & Services, Caribbean"
"Nafeesa Unique Bites","8th & Diamond St","Philadelphia","PA","19019","39.9834805","-75.1471324","4","8","1","Food Trucks, Food, Restaurants, Chicken Wings, Wraps, Soul Food, Comfort Food"
"Helm","1303 N Fifth St","Philadelphia","PA","19122","39.971548","-75.144505","4.5","227","1","American (New), Restaurants, Food"
"Sorrentino's Grocery","4361 Cresson St","Philadelphia","PA","19127","40.0264607","-75.2238352","4.5","78","1","Food, Cheesesteaks, Grocery, Delis, Restaurants"
"El Balconcito II","7326 Castor Ave","Philadelphia","PA","19152","40.052959","-75.064898","3.5","64","1","Mexican, Portuguese, Cocktail Bars, Nightlife, Restaurants, Peruvian, Bars"
"Seafood Unlimited","270 S 20th St","Philadelphia","PA","19103","39.9484043","-75.1744997","3.5","143","1","Seafood Markets, Restaurants, Specialty Food, Soup, Desserts, Seafood, Food"
"Lau Kee Restaurant","934 Race St","Philadelphia","PA","19107","39.95518","-75.155571","4.5","81","1","Chinese, Restaurants"
"Far From Home","16TH St And Jfk Blvd","Philadelphia","PA","19102","39.953799599999996","-75.1666213","4","9","1","Restaurants, Food Stands, Latin American"
"Hong Kong Garden","8002 Ogontz Ave","Philadelphia","PA","19150","40.0733429","-75.1584941","4","9","1","Restaurants, Chinese"
"Saloon Restaurant","750 S 7th St","Philadelphia","PA","19147","39.9398664","-75.1545609","4.5","190","1","Restaurants, Chinese, Italian"
"BAMBU","5520 Whitaker Ave","Philadelphia","PA","19124","40.0348900461","-75.1003371425","3.5","57","1","Bubble Tea, Desserts, Food, Juice Bars & Smoothies, Coffee & Tea, Vietnamese, Restaurants"
"Pete's Little Lunch Box Truck","11 N 33rd St","Philadelphia","PA","19104","39.9561682012","-75.1893565741","5","18","1","Food Trucks, Food"
"Ikki Sushi","310 Market St","Philadelphia","PA","19106","39.9500962","-75.1462398","4.5","34","1","Sushi Bars, Japanese, Restaurants"
"Ocean Prime","124 S 15th St","Philadelphia","PA","19102","39.9501744","-75.1659335862","4","513","1","Cocktail Bars, American (New), Bars, Restaurants, Steakhouses, Seafood, Nightlife"
"Porco's Porchetteria","2204 Washington Ave","Philadelphia","PA","19146","39.9393052955","-75.1801168178","4.5","84","1","Restaurants, Sandwiches"
"Pop's Homemade Water Ice","1337 W Oregon Ave","Philadelphia","PA","19148","39.9168993","-75.170401","4.5","60","1","Food, Shaved Ice, Desserts, Event Planning & Services, Ice Cream & Frozen Yogurt, Caterers"
"VIP Market","1312-1314 Walnut St","Philadelphia","PA","19107","39.948891","-75.1627479","3.5","52","1","Grocery, Food, Beer, Wine & Spirits, Restaurants, Buffets, Convenience Stores, Salad, Sandwiches, Delis"
"honeygrow","1601 N Broad St","Philadelphia","PA","19122","39.9784134463","-75.157349919","3.5","46","1","Fast Food, Salad, Juice Bars & Smoothies, American (New), Food, Noodles, Asian Fusion, Vegetarian, Restaurants, Vegan"
"Messina Club","1533 S 10th St","Philadelphia","PA","19147","39.9297638","-75.1614432","4.5","14","1","Active Life, Sports Clubs, Social Clubs, Restaurants, Italian, Nightlife, American (Traditional), Cocktail Bars, Arts & Entertainment, Bars"
"Cappys Cafe","6901 Frankford Ave","Philadelphia","PA","19135","40.0328076","-75.0482692","4","20","1","Food, Restaurants, Seafood, Italian, Beer, Wine & Spirits, Chicken Wings, American (Traditional), Sports Bars, Nightlife, Bars"
"Half Time Good Time","120 Diamond St","Philadelphia","PA","19122","39.9815597534","-75.1341018677","4.5","6","1","Bars, Dive Bars, Nightlife, Sports Bars"
"The Druid's Keep","149 Brown St","Philadelphia","PA","19123","39.9628781","-75.1398759","4","57","1","Bars, Nightlife"
"Pass & Stow","1 Citizens Bank Way","Philadelphia","PA","19148","39.9059929","-75.1666401","4","10","1","Pizza, Beer Gardens, Bars, Nightlife, Pubs, Restaurants"
"Sophie's Kitchen","522 Washington Ave","Philadelphia","PA","19147","39.93474","-75.15321","4.5","62","1","Restaurants, Cambodian"
